,Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
12784,S12785,8.2,54.5,51.0,Yes,Master,No
12786,S12787,11.0,69.6,40.6,No,High School,No
12792,S12793,18.4,74.0,52.3,No,High School,No
12794,S12795,22.5,64.4,77.8,No,Associate,Yes
12795,S12796,10.1,42.9,48.9,No,High School,Yes
12796,S12797,5.2,41.5,65.0,No,Bachelor,No
12797,S12798,6.8,66.3,53.3,Yes,Bachelor,No
12799,S12800,18.0,81.3,55.7,No,Bachelor,Yes
12801,S12802,4.9,76.5,65.0,Yes,Bachelor,Yes
12811,S12812,8.5,52.6,48.4,Yes,Bachelor,No
12815,S12816,6.9,17.5,50.6,Yes,Master,No
12816,S12817,10.5,74.3,66.6,No,Associate,Yes
12817,S12818,12.7,62.4,58.6,No,Bachelor,Yes
12818,S12819,4.4,94.7,54.7,No,Bachelor,Yes
12819,S12820,16.3,51.4,88.5,Yes,Associate,Yes
12821,S12822,6.4,63.6,67.2,Yes,High School,No
12823,S12824,13.2,88.0,58.3,No,Master,Yes
12824,S12825,7.3,68.3,52.5,No,Bachelor,Yes
12825,S12826,12.4,95.1,54.3,No,Associate,No
12826,S12827,10.8,58.8,63.4,Yes,High School,Yes
12827,S12828,2.7,92.3,27.9,Yes,High School,No
12828,S12829,12.3,51.9,86.1,Yes,Associate,Yes
12829,S12830,4.5,87.3,71.0,No,Bachelor,Yes
12833,S12834,16.9,59.3,76.6,Yes,Master,Yes
12834,S12835,12.5,98.4,59.8,Yes,Bachelor,Yes
12835,S12836,4.6,71.0,72.9,No,High School,Yes
12836,S12837,4.9,41.0,39.9,No,High School,Yes
12837,S12838,7.0,60.9,69.7,Yes,Associate,No
12838,S12839,12.0,82.7,59.7,Yes,Associate,No
12840,S12841,5.8,98.2,59.3,Yes,High School,No
12843,S12844,9.1,95.6,81.7,Yes,High School,Yes
12844,S12845,20.8,64.7,76.7,Yes,Bachelor,Yes
12847,S12848,4.1,72.4,61.3,Yes,Master,Yes
12848,S12849,2.1,42.5,52.0,Yes,High School,Yes
12849,S12850,4.4,27.7,69.9,Yes,Bachelor,No
12858,S12859,10.1,95.9,73.3,No,Master,Yes
12860,S12861,18.2,89.9,77.5,Yes,High School,No
12861,S12862,7.5,74.7,59.8,No,High School,Yes
12864,S12865,9.0,96.1,43.9,No,Bachelor,Yes
12870,S12871,11.0,79.1,48.5,Yes,Bachelor,Yes
12871,S12872,10.6,79.3,82.9,No,High School,No
12877,S12878,14.1,81.0,71.0,Yes,Bachelor,Yes
12880,S12881,11.5,90.2,79.0,No,Bachelor,Yes
12882,S12883,4.9,69.5,81.2,No,Associate,No
12884,S12885,10.7,70.1,64.2,No,Associate,Yes
12887,S12888,10.1,89.8,52.0,No,Bachelor,Yes
12888,S12889,10.6,49.8,51.3,No,Associate,Yes
12890,S12891,14.9,98.9,70.6,No,Associate,No
12891,S12892,7.8,70.1,54.8,No,Master,Yes
12892,S12893,3.3,61.9,69.3,No,Master,No
12895,S12896,15.0,37.4,81.4,No,Bachelor,Yes
12896,S12897,9.8,97.0,38.7,Yes,Bachelor,Yes
12897,S12898,9.1,66.0,41.3,No,Associate,No
12898,S12899,3.8,80.7,74.5,No,Associate,Yes
12899,S12900,13.9,6.6,68.7,No,Associate,No
12904,S12905,1.9,81.1,79.0,Yes,Bachelor,Yes
12906,S12907,9.7,85.3,54.7,No,Associate,Yes
12907,S12908,3.9,62.0,33.3,No,Bachelor,No
12911,S12912,6.5,75.0,50.6,No,Associate,Yes
12914,S12915,8.6,95.4,84.6,No,Master,Yes
12917,S12918,8.7,50.4,70.6,No,Master,No
12918,S12919,5.8,85.8,65.1,No,High School,No
12920,S12921,4.3,44.6,74.2,Yes,Associate,No
12921,S12922,12.0,74.7,64.3,Yes,Associate,No
12922,S12923,7.4,53.6,33.1,Yes,Master,No
12924,S12925,12.2,97.7,56.5,No,Master,No
12927,S12928,11.9,88.2,76.2,Yes,Associate,No
12928,S12929,2.6,44.9,76.9,No,Associate,Yes
12931,S12932,6.9,14.5,64.3,Yes,Bachelor,No
12932,S12933,14.7,61.3,53.8,Yes,High School,No
12935,S12936,3.4,18.3,77.2,No,Associate,Yes
12936,S12937,14.8,85.5,72.1,No,Master,Yes
12939,S12940,16.6,62.5,70.9,Yes,Associate,Yes
12940,S12941,10.5,61.2,69.6,No,Bachelor,Yes
12942,S12943,5.7,67.8,71.7,No,Bachelor,No
12943,S12944,16.4,99.7,53.8,No,High School,No
12945,S12946,14.2,67.5,65.6,No,High School,Yes
12946,S12947,14.1,60.9,98.3,No,Associate,Yes
12948,S12949,19.9,55.0,76.9,Yes,Associate,No
12949,S12950,11.2,79.4,88.1,Yes,Master,No
12952,S12953,20.6,87.4,67.9,Yes,Associate,No
12955,S12956,5.0,96.5,68.2,Yes,High School,No
12956,S12957,6.9,79.3,69.0,Yes,Master,Yes
12957,S12958,13.9,84.0,47.7,Yes,High School,Yes
12959,S12960,3.6,68.8,39.5,Yes,Master,Yes
12960,S12961,15.5,63.8,59.0,Yes,Associate,No
12961,S12962,15.2,62.7,60.1,No,High School,Yes
12962,S12963,5.3,61.5,66.1,No,Bachelor,Yes
12964,S12965,2.7,67.6,69.3,Yes,High School,No
12969,S12970,11.2,96.2,91.5,No,Associate,No
12970,S12971,9.1,61.6,66.8,Yes,Master,Yes
12972,S12973,8.9,67.8,69.0,Yes,Master,No
12974,S12975,15.7,84.3,68.5,No,Associate,No
12976,S12977,13.9,83.1,68.8,No,Associate,Yes
12977,S12978,4.3,87.1,84.1,Yes,High School,Yes
12978,S12979,12.6,65.6,50.1,Yes,Bachelor,No
12979,S12980,5.6,71.7,81.4,No,Associate,No
12981,S12982,9.6,44.8,63.0,No,Master,No
12982,S12983,5.5,52.1,49.2,No,High School,No
12983,S12984,14.0,89.4,65.2,No,High School,No
12988,S12989,7.7,81.7,63.0,Yes,Bachelor,Yes
12989,S12990,12.3,53.7,82.2,Yes,Bachelor,No
12991,S12992,7.1,82.6,70.0,Yes,Bachelor,Yes
12992,S12993,16.5,56.1,59.2,Yes,Master,No
12995,S12996,7.3,48.4,67.2,No,High School,No
12997,S12998,7.4,66.0,86.9,No,High School,Yes
12998,S12999,17.7,13.6,80.4,Yes,Bachelor,Yes
12999,S13000,3.8,94.4,78.2,Yes,Master,Yes
13002,S13003,1.9,41.6,96.0,Yes,High School,No
13004,S13005,9.3,62.7,73.6,Yes,Bachelor,Yes
13008,S13009,13.2,96.5,52.1,Yes,Associate,Yes
13011,S13012,5.0,67.8,85.4,No,Associate,Yes
13012,S13013,3.7,95.2,63.3,No,High School,No
13014,S13015,6.7,64.6,43.5,No,Associate,No
13018,S13019,8.3,97.1,38.3,No,Associate,No
13019,S13020,8.7,79.8,69.5,No,Master,No
13021,S13022,15.1,64.2,64.7,Yes,High School,Yes
13023,S13024,21.7,63.0,83.5,No,Bachelor,Yes
13024,S13025,10.7,71.1,63.6,No,Bachelor,Yes
13025,S13026,15.3,65.2,70.1,No,High School,No
13028,S13029,7.1,54.9,46.1,Yes,Bachelor,Yes
13030,S13031,12.6,59.0,49.6,Yes,Master,No
13035,S13036,14.3,69.4,79.9,Yes,Bachelor,Yes
13036,S13037,19.3,68.9,63.8,Yes,Associate,No
13037,S13038,6.9,82.5,40.5,No,High School,Yes
13038,S13039,13.5,54.7,68.4,No,High School,No
13039,S13040,16.7,26.8,67.3,No,Associate,Yes
13041,S13042,7.6,75.8,61.4,Yes,Bachelor,No
13044,S13045,3.3,77.8,87.6,Yes,Associate,No
13046,S13047,16.0,57.5,75.2,No,Bachelor,Yes
13049,S13050,7.8,11.3,19.5,No,Master,Yes
13051,S13052,17.9,86.3,96.0,No,Bachelor,Yes
13052,S13053,11.2,75.0,44.7,No,Associate,No
13054,S13055,5.5,89.4,74.8,No,Master,Yes
13060,S13061,12.6,87.8,82.3,Yes,Associate,Yes
13061,S13062,20.9,98.3,61.3,Yes,High School,No
13065,S13066,18.4,73.4,52.2,Yes,High School,No
13066,S13067,22.0,90.7,47.5,Yes,Associate,No
13067,S13068,12.7,74.1,74.1,No,Master,No
13069,S13070,7.3,69.8,48.9,Yes,Master,Yes
13071,S13072,12.3,78.6,79.1,Yes,Associate,Yes
13074,S13075,10.0,89.5,54.0,No,Bachelor,No
13076,S13077,12.0,72.4,77.3,Yes,Master,No
13077,S13078,19.3,96.4,63.9,No,Bachelor,No
13078,S13079,15.1,85.3,89.7,Yes,Bachelor,No
13079,S13080,12.7,52.0,53.8,Yes,Associate,No
13080,S13081,15.1,81.2,65.1,Yes,High School,No
13082,S13083,7.5,78.7,38.7,Yes,Master,Yes
13084,S13085,9.4,76.5,69.7,Yes,Master,Yes
13085,S13086,7.9,52.4,42.4,Yes,Master,Yes
13086,S13087,16.0,71.2,53.8,No,High School,Yes
13087,S13088,7.6,78.9,92.3,Yes,Master,Yes
13088,S13089,6.0,96.8,53.8,Yes,Associate,Yes
13089,S13090,19.7,96.7,66.9,Yes,Associate,No
13091,S13092,10.8,68.5,55.7,Yes,High School,Yes
13092,S13093,12.3,82.9,47.0,Yes,High School,No
13095,S13096,13.2,48.0,58.8,Yes,High School,Yes
13096,S13097,17.8,80.2,83.5,Yes,High School,Yes
13099,S13100,10.2,78.5,58.2,No,Bachelor,Yes
13100,S13101,11.3,91.9,61.9,No,Master,Yes
13101,S13102,2.7,66.1,71.9,No,High School,No
13103,S13104,2.9,74.4,75.8,No,Bachelor,Yes
13107,S13108,14.1,98.2,70.5,Yes,Associate,Yes
13108,S13109,7.3,93.0,44.1,Yes,Associate,No
13115,S13116,7.0,75.3,54.2,Yes,Bachelor,No
13120,S13121,11.6,55.6,52.8,Yes,Master,No
13124,S13125,11.7,64.4,79.4,Yes,Master,Yes
13129,S13130,14.7,83.0,45.8,No,Master,No
13130,S13131,9.9,93.8,50.9,Yes,Bachelor,Yes
13131,S13132,16.1,95.5,84.3,Yes,Bachelor,No
13134,S13135,9.2,85.4,41.5,Yes,Bachelor,No
13135,S13136,12.4,67.9,55.0,Yes,Bachelor,Yes
13136,S13137,7.9,88.0,75.6,No,Bachelor,No
13137,S13138,5.7,69.8,68.8,Yes,High School,No
13138,S13139,13.0,75.0,46.0,Yes,High School,No
13140,S13141,10.2,74.3,74.4,Yes,Bachelor,No
13141,S13142,15.4,83.3,52.1,Yes,Associate,No
13143,S13144,10.1,67.7,90.9,No,Master,Yes
13146,S13147,11.7,76.0,53.2,Yes,Associate,No
13147,S13148,14.5,51.0,58.6,Yes,High School,Yes
13149,S13150,7.7,73.8,65.9,No,Associate,No
13150,S13151,14.0,65.6,46.6,Yes,Associate,Yes
13157,S13158,19.4,64.0,86.1,Yes,High School,Yes
13161,S13162,8.2,37.3,67.2,Yes,Bachelor,No
13165,S13166,5.9,87.5,68.3,No,Master,No
13171,S13172,15.7,80.8,68.9,No,High School,No
13172,S13173,7.1,65.5,71.2,No,Bachelor,No
13173,S13174,12.5,79.7,85.7,No,Master,Yes
13174,S13175,13.3,80.0,64.4,No,Master,Yes
13175,S13176,15.6,73.4,82.0,Yes,Bachelor,Yes
13176,S13177,9.0,70.9,34.6,Yes,Associate,No
13177,S13178,19.9,47.7,64.2,Yes,High School,No
13178,S13179,7.1,53.2,57.5,Yes,High School,No
13181,S13182,4.4,63.5,37.6,No,Master,Yes
13182,S13183,8.6,73.5,39.7,No,Bachelor,No
13185,S13186,22.2,78.1,54.0,Yes,Associate,Yes
13186,S13187,5.8,77.4,84.5,No,Associate,Yes
13187,S13188,15.9,85.7,80.4,Yes,High School,Yes
13189,S13190,9.9,58.3,44.1,No,Bachelor,No
13198,S13199,13.9,88.3,53.9,No,Associate,Yes
13200,S13201,10.8,80.8,42.2,Yes,Bachelor,No
13205,S13206,3.4,47.6,76.8,No,Bachelor,Yes
13208,S13209,10.7,44.1,49.7,Yes,Bachelor,Yes
13209,S13210,16.3,93.1,72.4,Yes,Bachelor,Yes
13212,S13213,10.7,66.9,69.1,Yes,Master,No
13215,S13216,12.6,35.8,37.3,Yes,High School,Yes
13216,S13217,12.2,51.2,68.6,No,Associate,Yes
13217,S13218,16.1,81.4,84.1,No,Associate,No
13219,S13220,3.1,57.1,55.3,No,Associate,Yes
13223,S13224,9.2,68.2,63.4,No,Master,No
13228,S13229,7.1,68.8,88.9,No,High School,Yes
13230,S13231,2.0,72.7,71.5,Yes,High School,No
13234,S13235,16.6,88.4,90.8,Yes,High School,Yes
13237,S13238,14.6,81.2,97.1,No,Associate,No
13238,S13239,13.5,68.7,81.0,Yes,Associate,Yes
13240,S13241,1.3,81.1,89.8,No,Master,Yes
13242,S13243,4.2,86.3,74.0,No,Associate,Yes
13244,S13245,10.0,53.5,86.9,No,High School,No
13245,S13246,6.0,63.9,52.7,Yes,Bachelor,No
13247,S13248,9.2,98.2,69.3,Yes,Associate,No
13249,S13250,2.2,47.9,76.8,Yes,High School,No
13252,S13253,5.5,52.1,57.6,No,High School,Yes
13253,S13254,7.9,52.1,73.7,Yes,Associate,No
13255,S13256,8.8,64.8,64.4,No,Bachelor,No
13257,S13258,11.9,61.4,57.0,No,High School,No
13259,S13260,12.7,47.0,75.3,Yes,Bachelor,Yes
13260,S13261,13.1,79.8,64.6,No,Bachelor,Yes
13264,S13265,15.8,48.5,97.3,Yes,High School,Yes
13265,S13266,15.6,89.4,39.2,No,Associate,No
13267,S13268,13.8,71.7,57.9,Yes,High School,Yes
13270,S13271,7.6,88.9,66.5,Yes,Bachelor,No
13271,S13272,9.1,51.4,62.7,Yes,Bachelor,No
13273,S13274,10.5,81.0,55.3,Yes,Master,No
13277,S13278,8.8,86.1,60.8,No,Bachelor,No
13281,S13282,10.4,48.8,73.2,No,Bachelor,Yes
13282,S13283,10.6,39.1,46.0,No,Associate,No
13283,S13284,5.2,91.5,59.9,No,Bachelor,Yes
13284,S13285,8.0,81.9,46.3,No,Bachelor,Yes
13285,S13286,10.4,77.6,62.2,Yes,Master,No
13286,S13287,15.9,80.7,99.4,Yes,Associate,Yes
13287,S13288,11.3,94.6,86.9,Yes,High School,No
13288,S13289,6.7,85.9,76.9,Yes,Master,Yes
13289,S13290,12.0,82.7,69.8,Yes,High School,Yes
13290,S13291,18.5,63.1,61.2,No,Master,Yes
13293,S13294,13.6,94.4,97.5,Yes,Master,No
13294,S13295,17.2,67.1,77.5,No,Associate,Yes
13300,S13301,10.8,76.9,85.9,No,Associate,No
13302,S13303,7.3,41.8,58.8,Yes,Associate,No
13304,S13305,0.7,86.4,86.9,No,Bachelor,No
13307,S13308,1.8,52.3,82.4,Yes,Associate,Yes
13308,S13309,17.5,47.5,93.6,Yes,Master,Yes
13310,S13311,7.1,73.6,58.7,Yes,Bachelor,Yes
13312,S13313,13.2,45.7,69.5,No,High School,Yes
13314,S13315,13.4,88.4,43.1,No,Bachelor,Yes
13315,S13316,11.4,63.5,51.3,No,Bachelor,Yes
13318,S13319,9.3,68.4,68.2,No,High School,No
13319,S13320,5.7,94.7,78.9,Yes,Master,No
13320,S13321,6.3,98.1,70.1,No,High School,Yes
13321,S13322,5.9,45.1,62.6,No,Associate,No
13322,S13323,16.9,69.3,51.9,No,Bachelor,Yes
13323,S13324,10.1,89.9,70.6,No,Master,No
13328,S13329,10.3,71.4,70.3,No,Associate,No
13329,S13330,12.2,85.0,53.9,Yes,Master,Yes
13331,S13332,6.2,70.7,50.8,No,High School,Yes
13332,S13333,12.4,69.5,79.5,Yes,Master,No
13335,S13336,16.3,65.0,69.6,Yes,High School,Yes
13337,S13338,7.0,40.7,41.2,Yes,Master,No
13338,S13339,6.1,77.6,86.3,No,Bachelor,No
13339,S13340,7.6,52.9,56.0,No,Master,No
13341,S13342,6.4,40.7,85.2,No,Bachelor,No
13343,S13344,9.1,68.3,78.7,No,High School,No
13344,S13345,10.7,59.0,70.3,No,Master,No
13345,S13346,11.8,64.2,36.3,No,Bachelor,No
13346,S13347,9.9,57.7,74.6,No,High School,No
13348,S13349,0.2,88.4,46.5,No,High School,No
13349,S13350,7.1,76.9,31.8,Yes,Master,No
13353,S13354,14.7,22.4,67.3,No,Bachelor,No
13354,S13355,13.8,61.1,78.2,Yes,Associate,Yes
13355,S13356,9.3,87.1,39.5,No,High School,No
13358,S13359,2.5,95.8,64.1,No,Associate,Yes
13362,S13363,5.9,58.2,80.7,No,Bachelor,Yes
13363,S13364,5.7,93.2,36.4,No,Master,Yes
13365,S13366,15.3,77.0,72.1,Yes,Master,Yes
13366,S13367,8.3,62.9,27.6,Yes,High School,Yes
13369,S13370,9.2,38.0,71.9,No,Associate,No
13370,S13371,8.9,79.3,75.5,No,Associate,Yes
13371,S13372,6.9,64.7,72.0,Yes,High School,Yes
13372,S13373,11.1,91.8,60.4,Yes,Bachelor,Yes
13376,S13377,7.9,53.2,42.8,Yes,Associate,No
13377,S13378,7.6,25.2,67.9,No,Bachelor,No
13379,S13380,12.8,82.5,62.2,No,Associate,Yes
13381,S13382,16.1,62.9,62.0,No,Bachelor,No
13382,S13383,12.6,66.4,55.2,No,Master,Yes
13383,S13384,14.6,76.4,77.9,Yes,Master,Yes
13384,S13385,2.1,82.6,58.5,Yes,Master,Yes
13385,S13386,11.0,95.4,66.2,Yes,Bachelor,Yes
13387,S13388,18.4,60.1,48.6,No,Bachelor,No
13390,S13391,11.9,64.4,80.6,Yes,Bachelor,Yes
13391,S13392,10.8,97.9,75.7,Yes,Associate,No
13396,S13397,11.4,40.0,72.6,Yes,Master,No
13397,S13398,6.4,55.7,55.6,No,Master,No
13398,S13399,7.1,74.7,70.2,Yes,High School,No
13399,S13400,15.9,79.4,73.6,No,Master,No
13402,S13403,9.7,78.9,55.1,Yes,Bachelor,No
13403,S13404,6.1,89.6,59.0,Yes,Bachelor,Yes
13408,S13409,20.3,83.2,45.5,No,Bachelor,No
13412,S13413,12.8,65.7,55.9,No,Master,Yes
13413,S13414,15.0,50.5,75.5,No,Master,No
13414,S13415,9.4,67.1,68.8,No,High School,Yes
13417,S13418,4.7,64.2,61.6,No,Bachelor,Yes
13420,S13421,5.4,59.0,80.3,Yes,Bachelor,No
13421,S13422,11.3,81.7,47.8,Yes,Master,Yes
13422,S13423,6.9,47.4,76.8,No,Associate,No
13424,S13425,15.1,96.4,47.6,Yes,Associate,Yes
13426,S13427,5.0,81.7,60.9,Yes,Master,Yes
13429,S13430,9.9,91.9,59.1,Yes,Bachelor,Yes
13430,S13431,6.7,80.3,56.9,Yes,High School,No
13431,S13432,15.2,93.0,58.4,Yes,Bachelor,Yes
13432,S13433,11.7,74.9,61.5,No,Master,Yes
13433,S13434,12.0,73.0,69.2,No,High School,Yes
13434,S13435,3.7,61.8,81.0,Yes,Master,Yes
13435,S13436,15.8,86.1,46.5,No,Associate,Yes
13437,S13438,14.2,83.3,44.9,No,High School,Yes
13443,S13444,11.7,61.2,57.0,Yes,Master,No
13446,S13447,13.5,30.9,60.5,No,Associate,Yes
13448,S13449,10.7,95.0,80.6,Yes,Master,No
13449,S13450,5.9,78.7,60.8,Yes,Master,No
13450,S13451,14.1,82.0,63.0,No,Associate,No
13452,S13453,4.4,78.2,62.8,No,High School,No
13455,S13456,10.8,87.0,64.3,No,Associate,Yes
13459,S13460,9.7,83.6,77.0,No,Bachelor,Yes
13460,S13461,8.0,57.7,77.1,No,Bachelor,No
13464,S13465,11.3,80.2,66.7,Yes,Bachelor,No
13466,S13467,12.9,66.2,71.7,No,Associate,No
13469,S13470,12.3,67.9,68.3,No,High School,No
13470,S13471,13.8,66.4,48.2,Yes,Bachelor,No
13472,S13473,2.2,73.5,53.4,Yes,Bachelor,No
13473,S13474,15.0,61.9,68.7,Yes,Master,No
13474,S13475,2.5,80.8,48.0,No,Associate,Yes
13475,S13476,12.0,59.2,34.8,No,Master,No
13476,S13477,8.2,72.6,44.0,Yes,Bachelor,Yes
13477,S13478,5.0,56.1,73.0,Yes,Master,No
13478,S13479,11.7,97.9,90.1,No,Master,No
13479,S13480,11.0,75.5,79.2,Yes,Bachelor,Yes
13481,S13482,6.9,86.9,52.1,No,Associate,Yes
13484,S13485,6.7,45.2,62.0,Yes,Associate,No
13485,S13486,14.0,98.6,71.8,No,High School,Yes
13487,S13488,10.2,65.1,47.0,Yes,Master,Yes
13488,S13489,11.3,98.9,76.7,Yes,Master,Yes
13489,S13490,7.0,68.3,51.4,No,Master,No
13493,S13494,9.6,61.1,84.7,No,Bachelor,Yes
13497,S13498,16.4,86.0,74.9,Yes,High School,Yes
13500,S13501,12.2,28.7,62.6,Yes,Bachelor,Yes
13501,S13502,11.2,95.7,59.2,No,Bachelor,No
13503,S13504,12.7,66.6,48.8,Yes,High School,No
13506,S13507,14.4,39.7,54.1,Yes,Bachelor,No
13508,S13509,4.4,87.7,52.2,No,Master,Yes
13509,S13510,18.3,48.9,57.9,No,Associate,No
13512,S13513,1.3,82.0,66.9,Yes,High School,Yes
13513,S13514,11.7,82.0,58.0,Yes,Associate,Yes
13514,S13515,10.7,73.1,34.2,No,High School,No
13515,S13516,2.4,68.9,56.7,No,High School,No
13516,S13517,12.3,75.7,64.3,No,Bachelor,No
13518,S13519,23.5,80.0,38.7,Yes,Bachelor,No
13519,S13520,7.2,80.8,79.2,Yes,Associate,No
13523,S13524,8.1,82.8,83.4,Yes,High School,Yes
13525,S13526,13.5,57.6,64.3,Yes,Master,Yes
13526,S13527,3.1,69.5,63.4,Yes,Bachelor,Yes
13527,S13528,13.1,61.8,78.9,No,Bachelor,Yes
13529,S13530,12.8,73.1,86.3,No,Bachelor,Yes
13531,S13532,14.4,56.0,60.3,Yes,Associate,No
13532,S13533,18.5,31.1,84.3,Yes,Master,No
13535,S13536,14.5,84.8,56.2,No,Bachelor,No
13536,S13537,5.6,56.2,71.1,No,Bachelor,No
13537,S13538,13.9,54.5,61.3,No,Bachelor,Yes
13539,S13540,8.2,67.4,68.8,No,Associate,No
13541,S13542,12.0,98.8,46.5,Yes,Bachelor,No
13542,S13543,6.8,72.1,64.4,Yes,Associate,No
13545,S13546,15.6,86.7,69.9,No,Bachelor,No
13546,S13547,4.6,44.8,30.0,No,High School,Yes
13548,S13549,20.5,54.0,59.8,Yes,High School,No
13549,S13550,13.8,52.8,72.5,Yes,Associate,No
13550,S13551,14.0,57.2,55.1,Yes,Associate,Yes
13553,S13554,13.8,64.0,44.6,Yes,Associate,No
13560,S13561,10.3,86.3,67.3,No,High School,Yes
13562,S13563,0.6,75.5,72.5,Yes,Master,No
13564,S13565,6.6,70.6,67.4,Yes,Master,No
13568,S13569,7.0,80.0,52.2,No,Master,No
13570,S13571,8.5,99.5,63.8,No,Bachelor,No
13571,S13572,4.6,73.3,76.4,Yes,Bachelor,No
13572,S13573,10.4,78.5,35.4,Yes,Master,No
13573,S13574,5.2,58.2,82.6,Yes,Associate,Yes
13574,S13575,10.5,78.2,37.9,Yes,Bachelor,No
13581,S13582,5.4,67.6,50.1,No,Master,Yes
13583,S13584,16.7,85.4,68.9,No,Master,Yes
13584,S13585,13.6,95.4,45.8,No,Bachelor,Yes
13586,S13587,7.0,99.6,49.9,No,Master,Yes
13587,S13588,12.1,83.4,47.2,Yes,Bachelor,Yes
13588,S13589,6.5,47.5,63.0,No,Master,No
13590,S13591,5.4,74.2,71.4,No,Bachelor,No
13591,S13592,17.6,9.7,73.4,No,Master,No
13592,S13593,2.1,54.7,77.7,Yes,High School,Yes
13594,S13595,10.2,69.5,72.3,Yes,Associate,Yes
13597,S13598,13.7,48.1,71.2,No,Bachelor,No
13598,S13599,16.8,84.7,50.7,Yes,Master,No
13599,S13600,11.6,65.7,44.1,Yes,Associate,No
13600,S13601,5.5,52.8,49.6,Yes,High School,No
13607,S13608,15.8,73.8,46.7,No,Associate,No
13608,S13609,7.7,62.1,91.2,Yes,Associate,No
13609,S13610,3.2,41.7,79.4,No,Master,No
13610,S13611,10.3,86.2,53.8,Yes,High School,Yes
13612,S13613,4.7,70.0,57.5,Yes,High School,No
13613,S13614,6.4,87.4,81.4,Yes,Master,Yes
13615,S13616,10.7,36.8,79.5,No,Bachelor,No
13617,S13618,3.9,73.0,91.8,No,Bachelor,No
13618,S13619,0.8,78.0,60.6,Yes,Bachelor,Yes
13619,S13620,5.9,72.9,77.6,Yes,Master,No
13620,S13621,17.2,71.4,69.4,No,Associate,No
13621,S13622,11.7,77.8,39.3,Yes,Bachelor,No
13625,S13626,16.9,98.5,42.8,No,High School,No
13629,S13630,1.1,88.1,56.7,No,Bachelor,No
13630,S13631,6.3,84.8,68.3,No,High School,No
13631,S13632,1.1,94.8,44.6,Yes,Bachelor,Yes
13632,S13633,15.8,69.7,64.7,No,Bachelor,No
13635,S13636,11.9,46.8,76.9,Yes,Associate,No
13636,S13637,7.3,85.6,55.9,Yes,High School,No
13637,S13638,2.6,73.6,58.0,No,Associate,Yes
13639,S13640,10.5,59.0,87.9,Yes,Associate,Yes
13640,S13641,8.5,82.8,9.7,Yes,Master,Yes
13645,S13646,7.6,70.9,68.5,No,Associate,No
13646,S13647,10.1,98.7,60.8,No,Bachelor,No
13648,S13649,3.4,72.5,58.3,No,High School,No
13649,S13650,13.0,69.7,62.7,No,Associate,Yes
13651,S13652,18.8,99.6,69.8,Yes,Bachelor,Yes
13652,S13653,16.7,47.8,65.5,Yes,High School,No
13654,S13655,12.4,58.1,57.5,No,Associate,Yes
13657,S13658,15.7,98.6,45.9,No,Master,No
13660,S13661,17.2,89.9,68.5,No,Bachelor,No
13661,S13662,12.9,91.7,69.6,Yes,Associate,No
13662,S13663,17.8,56.7,83.0,Yes,Associate,No
13665,S13666,7.4,84.8,34.6,Yes,High School,No
13666,S13667,18.8,66.8,58.3,No,High School,Yes
13668,S13669,10.2,54.3,64.7,No,High School,Yes
13669,S13670,17.7,6.8,40.4,No,Master,Yes
13670,S13671,18.9,60.8,67.4,No,Bachelor,Yes
13672,S13673,22.4,91.4,59.0,Yes,Bachelor,No
13677,S13678,10.4,69.2,58.4,Yes,Master,No
13679,S13680,10.1,61.9,75.7,No,Master,Yes
13681,S13682,11.8,76.3,52.9,No,High School,Yes
13686,S13687,14.5,52.9,70.8,No,High School,No
13688,S13689,6.7,76.7,64.9,No,Bachelor,Yes
13692,S13693,19.0,68.3,71.6,No,Master,No
13693,S13694,7.3,54.4,42.8,No,Associate,No
13694,S13695,5.7,67.7,61.8,No,Associate,Yes
13697,S13698,14.6,44.6,77.1,Yes,Associate,Yes
13702,S13703,5.4,45.2,50.4,Yes,High School,No
13703,S13704,6.2,77.5,93.6,Yes,High School,No
13704,S13705,12.6,68.0,59.3,No,Associate,No
13705,S13706,15.8,86.9,77.5,Yes,Master,No
13706,S13707,2.6,58.0,81.1,Yes,Master,No
13709,S13710,13.1,56.6,65.1,No,Associate,No
13710,S13711,6.9,80.2,54.9,No,High School,No
13711,S13712,4.7,34.2,71.0,Yes,High School,Yes
13712,S13713,14.0,98.5,72.9,No,Master,Yes
13713,S13714,7.1,19.3,68.1,Yes,Master,No
13716,S13717,14.7,46.0,82.9,Yes,Bachelor,No
13717,S13718,14.1,78.4,84.5,Yes,High School,No
13719,S13720,2.4,98.2,51.8,Yes,Associate,Yes
13720,S13721,16.0,97.5,62.4,Yes,Bachelor,No
13721,S13722,6.7,57.8,75.2,Yes,High School,Yes
13723,S13724,21.6,39.4,81.0,No,Master,No
13724,S13725,6.5,76.6,62.4,Yes,Master,No
13727,S13728,12.0,38.3,86.9,Yes,Master,No
13732,S13733,17.6,71.8,64.5,Yes,High School,Yes
13733,S13734,3.4,82.7,68.6,No,Associate,Yes
13734,S13735,15.1,44.0,52.4,No,High School,Yes
13739,S13740,0.7,76.4,85.6,Yes,Bachelor,No
13741,S13742,5.0,76.1,64.4,Yes,High School,No
13743,S13744,3.8,56.9,62.7,Yes,Associate,Yes
